,time,marital,religious_attendance,age,gender,race,education,evangelical,political_views,affiliation,state,latino,intend_to_vote,registered_to_vote,preferred_candidate,vote_today_candidate,hc_pref,dt_pref,gj_pref,js_pref,id
275,2016/10/26 8:11:25 PM EST,Never been married,Once or twice a month,21,Male,White,Some college attendence,No,Conservative,Republican,South Carolina,No,Yes,I'm absolutely certain that I'm registered to vote,my fucking dog,Hillary Clinton (Democrat),Dissatisfied,Very dissatisfied,Dissatisfied,Dissatisfied,275
276,2016/10/26 8:11:32 PM EST,Never been married,Never,26,Male,Black or African-American,Some college attendence,No,Moderate,Democrat,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,276
277,2016/10/26 8:11:40 PM EST,Never been married,Never,26,Male,White,High school graduate or GED,No,Very liberal,Something else,South Dakota,No,Not very likely,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),no one,Dissatisfied,Very dissatisfied,Neutral,Neutral,277
278,2016/10/26 8:11:45 PM EST,Never been married,Once or twice a month,33,Male,White,Four year college degree/bachelor’s degree,Yes,Conservative,Independent,Mississippi,No,Not very likely,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Dissatisfied,Satisfied,Dissatisfied,278
279,2016/10/26 8:11:52 PM EST,Married,Once or twice a month,50,Female,White,Some college attendence,Yes,Very conservative,Republican,Georgia,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Dissatisfied,Very dissatisfied,279
280,2016/10/26 8:11:53 PM EST,Divorced,Seldom,57,Female,White,Some college attendence,No,Moderate,Independent,Missouri,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,280
281,2016/10/26 8:11:56 PM EST,Never been married,Never,29,Male,White,High school graduate or GED,No,Very liberal,Democrat,Iowa,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Satisfied,281
282,2016/10/26 8:11:57 PM EST,Never been married,Seldom,20,Male,White,Some college attendence,Yes,Moderate,Independent,New Jersey,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Dissatisfied,Dissatisfied,Satisfied,Satisfied,282
283,2016/10/26 8:12:03 PM EST,Never been married,Once a week,26,Male,White,Some college attendence,Yes,Conservative,Republican,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Very dissatisfied,Dissatisfied,283
284,2016/10/26 8:12:11 PM EST,Never been married,Seldom,21,Male,Asian or Asian-American,Some college attendence,No,Very liberal,Democrat,California,No,No,I'm not registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Neutral,284
285,2016/10/26 8:12:11 PM EST,Living with a partner,Never,25,Female,White,Some college attendence,No,Liberal,Democrat,Washington,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Very satisfied,285
286,2016/10/26 8:12:12 PM EST,Married,Seldom,36,Male,White,Some college attendence,No,Moderate,Independent,Florida,No,No,I'm not registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Dissatisfied,Dissatisfied,286
287,2016/10/26 8:12:14 PM EST,Never been married,Never,30,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,Illinois,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,287
288,2016/10/26 8:12:37 PM EST,Never been married,Never,24,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Moderate,Independent,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Neutral,I have no preference about this candidate,288
289,2016/10/26 8:12:42 PM EST,Never been married,Never,29,Male,Asian or Asian-American,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,289
290,2016/10/26 8:12:50 PM EST,Never been married,Seldom,30,Female,Black or African-American,Some college attendence,No,Moderate,Democrat,Pennsylvania,No,Probably,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Dissatisfied,290
291,2016/10/26 8:12:55 PM EST,Never been married,Never,51,Male,White,Some college attendence,No,Liberal,Something else,Wisconsin,No,Not very likely,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,291
292,2016/10/26 8:13:32 PM EST,Never been married,A few times a year,43,Male,White,Some college attendence,Yes,Moderate,Independent,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Neutral,Satisfied,Very dissatisfied,292
293,2016/10/26 8:13:42 PM EST,Never been married,Never,31,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Very dissatisfied,Satisfied,Dissatisfied,293
294,2016/10/26 8:14:18 PM EST,Never been married,Never,21,Male,White,Some college attendence,No,Liberal,Democrat,Florida,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,294
295,2016/10/26 8:15:01 PM EST,Married,Never,30,Female,Latin American/Hispanic,Some college attendence,No,Very liberal,Democrat,California,Yes,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,295
296,2016/10/26 8:15:17 PM EST,Never been married,Never,26,Male,Asian or Asian-American,Some college attendence,No,Liberal,Independent,Pennsylvania,No,Probably,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Dissatisfied,Dissatisfied,296
297,2016/10/26 8:15:36 PM EST,Never been married,Seldom,24,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Independent,Colorado,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Satisfied,Neutral,297
298,2016/10/26 8:16:25 PM EST,Never been married,Never,26,Female,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,298
299,2016/10/26 8:16:27 PM EST,Married,More than once a week,52,Male,White,"Some postgraduate or professional schooling, no postgraduate degree",Yes,Conservative,Republican,Tennessee,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,299
300,2016/10/26 8:16:46 PM EST,Living with a partner,Never,25,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,Ohio,No,No,I'm not registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Satisfied,300
301,2016/10/26 8:17:15 PM EST,Never been married,Seldom,28,Female,White,Some college attendence,No,Moderate,Independent,Massachusetts,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Very dissatisfied,Satisfied,Very satisfied,301
302,2016/10/26 8:17:51 PM EST,Never been married,Never,30,Male,Native Hawaiian/Other Pacific Islanders,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very satisfied,Very satisfied,302
303,2016/10/26 8:18:02 PM EST,Never been married,A few times a year,30,Female,White,Four year college degree/bachelor’s degree,Yes,Liberal,Democrat,West Virginia,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,303
304,2016/10/26 8:18:24 PM EST,Married,Never,33,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Florida,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Very dissatisfied,Satisfied,Very dissatisfied,304
305,2016/10/26 8:18:37 PM EST,Never been married,Never,31,Male,White,Some college attendence,No,Liberal,Independent,Nebraska,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Satisfied,305
306,2016/10/26 8:18:41 PM EST,Never been married,Never,25,Male,White,Some college attendence,No,Liberal,Democrat,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Dissatisfied,Dissatisfied,Neutral,306
307,2016/10/26 8:19:16 PM EST,Never been married,Never,20,Male,White,Some college attendence,No,Very liberal,Independent,Florida,No,Not very likely,I'm not registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Very dissatisfied,Very dissatisfied,Neutral,I have no preference about this candidate,307
308,2016/10/26 8:20:09 PM EST,Living with a partner,A few times a year,36,Male,Latin American/Hispanic,Four year college degree/bachelor’s degree,No,Conservative,Republican,California,Yes,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Dissatisfied,Very satisfied,Neutral,Neutral,308
309,2016/10/26 8:20:39 PM EST,Living with a partner,A few times a year,30,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Florida,No,Probably,I'm not registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Satisfied,Satisfied,309
310,2016/10/26 8:20:58 PM EST,Never been married,More than once a week,19,Male,White,Some college attendence,Yes,I can't place myself on this spectrum,Something else,Maryland,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,I have no preference about this candidate,I have no preference about this candidate,310
311,2016/10/26 8:21:17 PM EST,Living with a partner,Once or twice a month,24,Male,White,High school graduate or GED,Yes,Very conservative,Republican,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Neutral,Very satisfied,Very dissatisfied,Dissatisfied,311
312,2016/10/26 8:21:19 PM EST,Living with a partner,Never,28,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Massachusetts,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,312
313,2016/10/26 8:22:06 PM EST,Living with a partner,A few times a year,44,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Independent,Virginia,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Jill Stein (Green),Very dissatisfied,Very dissatisfied,Very dissatisfied,Satisfied,313
314,2016/10/26 8:22:11 PM EST,Married,Once or twice a month,42,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Yes,Moderate,Republican,Pennsylvania,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Dissatisfied,Satisfied,Neutral,Neutral,314
315,2016/10/26 8:22:13 PM EST,Married,Seldom,32,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Georgia,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Dissatisfied,Dissatisfied,315
316,2016/10/26 8:22:16 PM EST,Never been married,Never,23,Female,White,Some college attendence,No,I can't place myself on this spectrum,Independent,Ohio,No,Not very likely,"I'm probably registered to vote, but there's a chance my registration has lasped",Jill Stein (Green),Jill Stein (Green),Neutral,Very dissatisfied,Neutral,Neutral,316
317,2016/10/26 8:22:18 PM EST,Married,Never,26,Male,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Oregon,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Neutral,317
318,2016/10/26 8:22:23 PM EST,Never been married,Never,26,Male,Asian or Asian-American,Some college attendence,No,I can't place myself on this spectrum,Independent,Alabama,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Dissatisfied,I have no preference about this candidate,I have no preference about this candidate,318
319,2016/10/26 8:22:38 PM EST,Living with a partner,Never,28,Male,White,Some college attendence,No,Liberal,Democrat,Massachusetts,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Satisfied,Satisfied,319
320,2016/10/26 8:23:03 PM EST,Never been married,Never,25,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Independent,Washington,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Very satisfied,320
321,2016/10/26 8:23:36 PM EST,Never been married,Never,23,Male,White,Some college attendence,No,Moderate,Independent,Washington,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Satisfied,Satisfied,321
322,2016/10/26 8:23:40 PM EST,Never been married,A few times a year,25,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Ohio,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,322
323,2016/10/26 8:23:52 PM EST,Married,Never,53,Female,White,Four year college degree/bachelor’s degree,No,Moderate,Republican,Pennsylvania,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Donald Trump (Republican),Dissatisfied,Satisfied,I have no preference about this candidate,I have no preference about this candidate,323
324,2016/10/26 8:23:54 PM EST,Married,Once or twice a month,29,Female,White,Four year college degree/bachelor’s degree,Yes,Conservative,Independent,South Carolina,No,Probably,"I'm probably registered to vote, but there's a chance my registration has lasped",Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Very dissatisfied,Very dissatisfied,324
325,2016/10/26 8:23:55 PM EST,Living with a partner,Never,28,Female,White,Some college attendence,Yes,Liberal,Democrat,Missouri,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Neutral,325
326,2016/10/26 8:24:05 PM EST,Married,Never,44,Male,White,Some college attendence,No,Conservative,Republican,Kansas,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Neutral,Dissatisfied,Neutral,326
327,2016/10/26 8:24:12 PM EST,Married,Once a week,37,Female,Black or African-American,Some college attendence,Yes,Very conservative,Republican,Louisiana,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Dissatisfied,Very dissatisfied,Dissatisfied,327
328,2016/10/26 8:24:21 PM EST,Never been married,Never,36,Male,White,Some college attendence,No,Liberal,Democrat,Colorado,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,I have no preference about this candidate,328
329,2016/10/26 8:24:25 PM EST,Never been married,Never,32,Female,White,Some college attendence,No,Very liberal,Democrat,Indiana,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very satisfied,329
330,2016/10/26 8:24:27 PM EST,Never been married,Never,45,Male,White,Four year college degree/bachelor’s degree,No,Conservative,Independent,Virginia,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Very dissatisfied,Very dissatisfied,330
331,2016/10/26 8:24:53 PM EST,Living with a partner,A few times a year,25,Female,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Illinois,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Neutral,Very dissatisfied,Satisfied,Satisfied,331
332,2016/10/26 8:24:56 PM EST,Married,Once or twice a month,40,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Yes,Moderate,Independent,Michigan,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,332
333,2016/10/26 8:24:57 PM EST,Divorced,Never,24,Female,White,High school graduate or GED,No,Moderate,Independent,Arkansas,No,No,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Neutral,Satisfied,Neutral,Neutral,333
334,2016/10/26 8:25:12 PM EST,Never been married,Once a week,22,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Conservative,Republican,Utah,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Satisfied,Neutral,334
335,2016/10/26 8:25:14 PM EST,Divorced,Seldom,28,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Michigan,No,Yes,I'm absolutely certain that I'm registered to vote,Bernie Sanders,Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,335
336,2016/10/26 8:25:18 PM EST,Married,Never,58,Male,White,Some college attendence,No,Very liberal,Democrat,Oregon,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Neutral,336
337,2016/10/26 8:25:32 PM EST,Never been married,Never,27,Male,White,High school graduate or GED,No,Liberal,Democrat,Ohio,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Satisfied,337
338,2016/10/26 8:25:59 PM EST,Married,Never,30,Female,White,"Some postgraduate or professional schooling, no postgraduate degree",No,Very liberal,Democrat,Illinois,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Dissatisfied,338
339,2016/10/26 8:25:59 PM EST,Married,Seldom,34,Female,White,Four year college degree/bachelor’s degree,Yes,Moderate,Independent,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Dissatisfied,Satisfied,Satisfied,Very dissatisfied,339
340,2016/10/26 8:26:13 PM EST,Married,Never,74,Female,Asian or Asian-American,Some college attendence,No,Liberal,Democrat,Indiana,No,Probably,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,340
341,2016/10/26 8:26:16 PM EST,Never been married,Never,38,Male,White,High school graduate or GED,No,Conservative,Independent,Pennsylvania,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Very dissatisfied,Neutral,341
342,2016/10/26 8:26:47 PM EST,Never been married,Never,20,Male,White,Some college attendence,No,Liberal,Independent,New Jersey,No,No,"I'm probably registered to vote, but there's a chance my registration has lasped",Gary Johnson (Libertarian),Gary Johnson (Libertarian),Very dissatisfied,Very dissatisfied,Satisfied,Dissatisfied,342
343,2016/10/26 8:27:15 PM EST,Never been married,Never,46,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,North Carolina,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,343
344,2016/10/26 8:27:22 PM EST,Married,Never,58,Female,White,Some college attendence,No,Very conservative,Republican,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Neutral,Neutral,344
345,2016/10/26 8:27:22 PM EST,Never been married,Never,31,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Very liberal,Democrat,Pennsylvania,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Neutral,345
346,2016/10/26 8:27:22 PM EST,Married,Seldom,56,Male,White,High school graduate or GED,Yes,Conservative,Independent,Oregon,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Satisfied,Dissatisfied,346
347,2016/10/26 8:27:23 PM EST,Living with a partner,Once or twice a month,30,Male,Asian or Asian-American,Four year college degree/bachelor’s degree,No,Moderate,Independent,Texas,No,No,I'm not registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Neutral,Neutral,Neutral,347
348,2016/10/26 8:27:29 PM EST,Married,Never,67,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",No,Conservative,Republican,Michigan,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Dissatisfied,Dissatisfied,348
349,2016/10/26 8:27:30 PM EST,Never been married,A few times a year,38,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Indiana,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,349
350,2016/10/26 8:27:49 PM EST,Never been married,Never,34,Female,White,Four year college degree/bachelor’s degree,No,Very liberal,Democrat,Pennsylvania,No,Yes,I'm absolutely certain that I'm registered to vote,Jill Stein (Green),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,350
351,2016/10/26 8:28:04 PM EST,Divorced,Once a week,51,Male,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Yes,Conservative,Republican,Arkansas,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,351
352,2016/10/26 8:28:15 PM EST,Never been married,Seldom,45,Male,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Connecticut,No,Yes,I'm absolutely certain that I'm registered to vote,Gary Johnson (Libertarian),Gary Johnson (Libertarian),Dissatisfied,Dissatisfied,Neutral,Very dissatisfied,352
353,2016/10/26 8:28:25 PM EST,Married,Seldom,43,Female,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,California,No,Probably,I'm absolutely certain that I'm registered to vote,None of the above they are all repugnant,Donald Trump (Republican),Very dissatisfied,Neutral,Dissatisfied,Dissatisfied,353
354,2016/10/26 8:28:44 PM EST,Never been married,Never,38,Male,White,Four year college degree/bachelor’s degree,No,Moderate,Independent,Connecticut,No,Probably,"I'm probably registered to vote, but there's a chance my registration has lasped",Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Dissatisfied,354
355,2016/10/26 8:29:09 PM EST,Married,Once a week,57,Female,White,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Yes,Liberal,Democrat,South Carolina,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Neutral,Dissatisfied,355
356,2016/10/26 8:29:12 PM EST,Divorced,A few times a year,36,Female,White,"Some postgraduate or professional schooling, no postgraduate degree",No,Liberal,Democrat,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,356
357,2016/10/26 8:29:40 PM EST,Never been married,Never,19,Male,Asian or Asian-American,High school graduate or GED,No,Moderate,Democrat,California,No,No,I'm not registered to vote,Hillary Clinton (Democrat),Jill Stein (Green),Dissatisfied,Neutral,Neutral,Satisfied,357
358,2016/10/26 8:29:59 PM EST,Never been married,Never,27,Male,White,Some college attendence,No,Moderate,Independent,Wisconsin,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Dissatisfied,Very dissatisfied,358
359,2016/10/26 8:30:21 PM EST,Married,Never,29,Female,White,Four year college degree/bachelor’s degree,No,Very conservative,Independent,Florida,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Satisfied,Neutral,359
360,2016/10/26 8:30:45 PM EST,Never been married,Never,30,Male,White,Four year college degree/bachelor’s degree,No,Conservative,Independent,New York,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Dissatisfied,Dissatisfied,360
361,2016/10/26 8:30:45 PM EST,Married,Once a week,61,Female,White,Four year college degree/bachelor’s degree,No,Liberal,Democrat,Florida,No,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Satisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,361
362,2016/10/26 8:30:51 PM EST,Never been married,Never,24,Male,White,Some college attendence,No,Moderate,Independent,Texas,No,Yes,I'm absolutely certain that I'm registered to vote,Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Very satisfied,Very dissatisfied,I have no preference about this candidate,362
363,2016/10/26 8:30:56 PM EST,Living with a partner,Never,37,Female,White,Some college attendence,No,Moderate,Independent,New Jersey,No,Probably,"I'm probably registered to vote, but there's a chance my registration has lasped",Donald Trump (Republican),Donald Trump (Republican),Very dissatisfied,Satisfied,Neutral,Dissatisfied,363
364,2016/10/26 8:30:58 PM EST,Never been married,Once a week,21,Male,Asian or Asian-American,Some college attendence,No,Liberal,Democrat,California,No,Yes,I'm absolutely certain that I'm registered to vote,BERNIE SANDERS,Hillary Clinton (Democrat),Neutral,Very dissatisfied,I have no preference about this candidate,I have no preference about this candidate,364
365,2016/10/26 8:31:18 PM EST,Never been married,Seldom,37,Male,Latin American/Hispanic,Some college attendence,No,Very conservative,Independent,California,Yes,Yes,I'm absolutely certain that I'm registered to vote,Hillary Clinton (Democrat),Hillary Clinton (Democrat),Neutral,Very dissatisfied,Neutral,Neutral,365
